No_Reff,Nominal_Transaksi,Jenis_Transaksi,Timestamp,Nama_Pengirim,Nama_Penerima,Tanggal,Bulan,Hari,Hari_Minggu,Minggu_Ke,Is_Weekend,Is_Akhir_Bulan,Is_Awal_Bulan,Quarter,Quarter_Label,Total_Transaksi,Rata_Nominal,Frekuensi_Per_Hari,Durasi_Aktif_Hari,Hari_Dari_Awal_Bulan,Kategori_Pembayaran,Jumlah_Terlambat,Persentase_Terlambat,Rata_Interval_Hari,Is_TopUp,Is_QRIS,Is_Transfer,Prop_TopUp,Prop_QRIS,Prop_Transfer,Aktivitas_Bulan_Ini,Aktivitas_Quarter_Ini,Risk_Score,Warning_Level
6035627539965,99921,Transfer,2025-01-18 10:25:47,Andi Adi Hakim,"RW05, Lowokwaru",2025-01-18,1,18,5,3,1,0,0,1,Q1,71,78849.94366197183,2.2903225806451615,30,18,Terlambat,52,73.23943661971832,0.12857142857142856,0,0,1,0.352112676056338,0.28169014084507044,0.36619718309859156,38,71,69.29577464788733,Danger
4759434734742,15192,QRIS Bayar,2025-01-18 10:29:45,Andi Adi Hakim,"RW05, Lowokwaru",2025-01-18,1,18,5,3,1,0,0,1,Q1,71,78849.94366197183,2.2903225806451615,30,18,Terlambat,52,73.23943661971832,0.12857142857142856,0,1,0,0.352112676056338,0.28169014084507044,0.36619718309859156,38,71,69.29577464788733,Danger
4049527276476,54143,QRIS Bayar,2025-01-18 10:56:28,Andi Adi Hakim,"RW05, Lowokwaru",2025-01-18,1,18,5,3,1,0,0,1,Q1,71,78849.94366197183,2.2903225806451615,30,18,Terlambat,52,73.23943661971832,0.12857142857142856,0,1,0,0.352112676056338,0.28169014084507044,0.36619718309859156,38,71,69.29577464788733,Danger
6455459797856,110764,QRIS Bayar,2025-01-18 11:45:12,Andi Adi Hakim,"RW05, Lowokwaru",2025-01-18,1,18,5,3,1,0,0,1,Q1,71,78849.94366197183,2.2903225806451615,30,18,Terlambat,52,73.23943661971832,0.12857142857142856,0,1,0,0.352112676056338,0.28169014084507044,0.36619718309859156,38,71,69.29577464788733,Danger
276361651138,53880,Top Up,2025-01-19 10:15:45,Andi Adi Hakim,"RW05, Lowokwaru",2025-01-19,1,19,6,3,1,0,0,1,Q1,71,78849.94366197183,2.2903225806451615,30,19,Terlambat,52,73.23943661971832,0.12857142857142856,1,0,0,0.352112676056338,0.28169014084507044,0.36619718309859156,38,71,69.29577464788733,Danger
682702912817,82589,QRIS Bayar,2025-01-19 10:23:17,Andi Adi Hakim,"RW05, Lowokwaru",2025-01-19,1,19,6,3,1,0,0,1,Q1,71,78849.94366197183,2.2903225806451615,30,19,Terlambat,52,73.23943661971832,0.12857142857142856,0,1,0,0.352112676056338,0.28169014084507044,0.36619718309859156,38,71,69.29577464788733,Danger
430838794413,87459,Transfer,2025-01-19 10:36:45,Andi Adi Hakim,"RW05, Lowokwaru",2025-01-19,1,19,6,3,1,0,0,1,Q1,71,78849.94366197183,2.2903225806451615,30,19,Terlambat,52,73.23943661971832,0.12857142857142856,0,0,1,0.352112676056338,0.28169014084507044,0.36619718309859156,38,71,69.29577464788733,Danger
4106549240122,48178,Transfer,2025-01-22 10:36:11,Andi Adi Hakim,"RW05, Lowokwaru",2025-01-22,1,22,2,4,0,0,0,1,Q1,71,78849.94366197183,2.2903225806451615,30,22,Terlambat,52,73.23943661971832,0.12857142857142856,0,0,1,0.352112676056338,0.28169014084507044,0.36619718309859156,38,71,59.29577464788733,Warning
5069764358020,123041,Transfer,2025-01-23 10:46:13,Andi Adi Hakim,"RW05, Lowokwaru",2025-01-23,1,23,3,4,0,0,0,1,Q1,71,78849.94366197183,2.2903225806451615,30,23,Terlambat,52,73.23943661971832,0.12857142857142856,0,0,1,0.352112676056338,0.28169014084507044,0.36619718309859156,38,71,59.29577464788733,Warning
7471060835457,31911,Transfer,2025-01-24 10:56:49,Andi Adi Hakim,"RW05, Lowokwaru",2025-01-24,1,24,4,4,0,0,0,1,Q1,71,78849.94366197183,2.2903225806451615,30,24,Terlambat,52,73.23943661971832,0.12857142857142856,0,0,1,0.352112676056338,0.28169014084507044,0.36619718309859156,38,71,59.29577464788733,Warning
3590075624891,149776,Transfer,2025-01-26 10:29:47,Andi Adi Hakim,"RW05, Lowokwaru",2025-01-26,1,26,6,4,1,1,0,1,Q1,71,78849.94366197183,2.2903225806451615,30,26,Terlambat,52,73.23943661971832,0.12857142857142856,0,0,1,0.352112676056338,0.28169014084507044,0.36619718309859156,38,71,79.29577464788733,Danger
4222860178235,33394,QRIS Bayar,2025-01-26 10:44:32,Andi Adi Hakim,"RW05, Lowokwaru",2025-01-26,1,26,6,4,1,1,0,1,Q1,71,78849.94366197183,2.2903225806451615,30,26,Terlambat,52,73.23943661971832,0.12857142857142856,0,1,0,0.352112676056338,0.28169014084507044,0.36619718309859156,38,71,79.29577464788733,Danger
9337026547653,105825,Top Up,2025-01-27 10:02:23,Andi Adi Hakim,"RW05, Lowokwaru",2025-01-27,1,27,0,5,0,1,0,1,Q1,71,78849.94366197183,2.2903225806451615,30,27,Terlambat,52,73.23943661971832,0.12857142857142856,1,0,0,0.352112676056338,0.28169014084507044,0.36619718309859156,38,71,69.29577464788733,Danger
8738507787420,115457,QRIS Bayar,2025-01-27 10:22:47,Andi Adi Hakim,"RW05, Lowokwaru",2025-01-27,1,27,0,5,0,1,0,1,Q1,71,78849.94366197183,2.2903225806451615,30,27,Terlambat,52,73.23943661971832,0.12857142857142856,0,1,0,0.352112676056338,0.28169014084507044,0.36619718309859156,38,71,69.29577464788733,Danger
1257580830198,140177,Top Up,2025-01-27 10:32:16,Andi Adi Hakim,"RW05, Lowokwaru",2025-01-27,1,27,0,5,0,1,0,1,Q1,71,78849.94366197183,2.2903225806451615,30,27,Terlambat,52,73.23943661971832,0.12857142857142856,1,0,0,0.352112676056338,0.28169014084507044,0.36619718309859156,38,71,69.29577464788733,Danger
4346527675309,37354,QRIS Bayar,2025-01-27 11:14:28,Andi Adi Hakim,"RW05, Lowokwaru",2025-01-27,1,27,0,5,0,1,0,1,Q1,71,78849.94366197183,2.2903225806451615,30,27,Terlambat,52,73.23943661971832,0.12857142857142856,0,1,0,0.352112676056338,0.28169014084507044,0.36619718309859156,38,71,69.29577464788733,Danger
5165857939451,149776,Transfer,2025-01-28 10:30:16,Andi Adi Hakim,"RW05, Lowokwaru",2025-01-28,1,28,1,5,0,1,0,1,Q1,71,78849.94366197183,2.2903225806451615,30,28,Terlambat,52,73.23943661971832,0.12857142857142856,0,0,1,0.352112676056338,0.28169014084507044,0.36619718309859156,38,71,69.29577464788733,Danger
4138118295552,31545,Transfer,2025-01-29 10:09:44,Andi Adi Hakim,"RW05, Lowokwaru",2025-01-29,1,29,2,5,0,1,0,1,Q1,71,78849.94366197183,2.2903225806451615,30,29,Terlambat,52,73.23943661971832,0.12857142857142856,0,0,1,0.352112676056338,0.28169014084507044,0.36619718309859156,38,71,69.29577464788733,Danger
9260511273413,50844,QRIS Bayar,2025-01-29 10:31:37,Andi Adi Hakim,"RW05, Lowokwaru",2025-01-29,1,29,2,5,0,1,0,1,Q1,71,78849.94366197183,2.2903225806451615,30,29,Terlambat,52,73.23943661971832,0.12857142857142856,0,1,0,0.352112676056338,0.28169014084507044,0.36619718309859156,38,71,69.29577464788733,Danger
9236053057907,51523,Transfer,2025-01-29 10:43:58,Andi Adi Hakim,"RW05, Lowokwaru",2025-01-29,1,29,2,5,0,1,0,1,Q1,71,78849.94366197183,2.2903225806451615,30,29,Terlambat,52,73.23943661971832,0.12857142857142856,0,0,1,0.352112676056338,0.28169014084507044,0.36619718309859156,38,71,69.29577464788733,Danger
7465700607652,76125,Transfer,2025-01-30 10:19:11,Andi Adi Hakim,"RW05, Lowokwaru",2025-01-30,1,30,3,5,0,1,0,1,Q1,71,78849.94366197183,2.2903225806451615,30,30,Terlambat,52,73.23943661971832,0.12857142857142856,0,0,1,0.352112676056338,0.28169014084507044,0.36619718309859156,38,71,69.29577464788733,Danger
4248041315582,137374,Top Up,2025-01-30 10:24:20,Andi Adi Hakim,"RW05, Lowokwaru",2025-01-30,1,30,3,5,0,1,0,1,Q1,71,78849.94366197183,2.2903225806451615,30,30,Terlambat,52,73.23943661971832,0.12857142857142856,1,0,0,0.352112676056338,0.28169014084507044,0.36619718309859156,38,71,69.29577464788733,Danger
1934102926249,59505,Transfer,2025-01-30 10:57:09,Andi Adi Hakim,"RW05, Lowokwaru",2025-01-30,1,30,3,5,0,1,0,1,Q1,71,78849.94366197183,2.2903225806451615,30,30,Terlambat,52,73.23943661971832,0.12857142857142856,0,0,1,0.352112676056338,0.28169014084507044,0.36619718309859156,38,71,69.29577464788733,Danger
69120507004,149386,QRIS Bayar,2025-01-31 10:00:00,Andi Adi Hakim,"RW05, Lowokwaru",2025-01-31,1,31,4,5,0,1,0,1,Q1,71,78849.94366197183,2.2903225806451615,30,31,Terlambat,52,73.23943661971832,0.12857142857142856,0,1,0,0.352112676056338,0.28169014084507044,0.36619718309859156,38,71,69.29577464788733,Danger
3628166126722,103575,Top Up,2025-01-31 10:16:59,Andi Adi Hakim,"RW05, Lowokwaru",2025-01-31,1,31,4,5,0,1,0,1,Q1,71,78849.94366197183,2.2903225806451615,30,31,Terlambat,52,73.23943661971832,0.12857142857142856,1,0,0,0.352112676056338,0.28169014084507044,0.36619718309859156,38,71,69.29577464788733,Danger
2569886306132,44260,Top Up,2025-01-31 10:20:19,Andi Adi Hakim,"RW05, Lowokwaru",2025-01-31,1,31,4,5,0,1,0,1,Q1,71,78849.94366197183,2.2903225806451615,30,31,Terlambat,52,73.23943661971832,0.12857142857142856,1,0,0,0.352112676056338,0.28169014084507044,0.36619718309859156,38,71,69.29577464788733,Danger
11416453,69025,Top Up,2025-01-31 10:57:34,Andi Adi Hakim,"RW05, Lowokwaru",2025-01-31,1,31,4,5,0,1,0,1,Q1,71,78849.94366197183,2.2903225806451615,30,31,Terlambat,52,73.23943661971832,0.12857142857142856,1,0,0,0.352112676056338,0.28169014084507044,0.36619718309859156,38,71,69.29577464788733,Danger
9658678555196,126119,Top Up,2025-02-01 10:27:15,Andi Adi Hakim,"RW05, Lowokwaru",2025-02-01,2,1,5,5,1,0,1,1,Q1,71,78849.94366197183,2.2903225806451615,30,1,Tepat_Waktu,52,73.23943661971832,0.12857142857142856,1,0,0,0.352112676056338,0.28169014084507044,0.36619718309859156,33,71,39.29577464788733,Warning
9384922661764,32600,Top Up,2025-02-02 10:07:16,Andi Adi Hakim,"RW05, Lowokwaru",2025-02-02,2,2,6,5,1,0,1,1,Q1,71,78849.94366197183,2.2903225806451615,30,2,Tepat_Waktu,52,73.23943661971832,0.12857142857142856,1,0,0,0.352112676056338,0.28169014084507044,0.36619718309859156,33,71,39.29577464788733,Warning
1810312326840,47362,Transfer,2025-02-02 10:48:24,Andi Adi Hakim,"RW05, Lowokwaru",2025-02-02,2,2,6,5,1,0,1,1,Q1,71,78849.94366197183,2.2903225806451615,30,2,Tepat_Waktu,52,73.23943661971832,0.12857142857142856,0,0,1,0.352112676056338,0.28169014084507044,0.36619718309859156,33,71,39.29577464788733,Warning
962022870742,43689,Top Up,2025-02-02 10:50:53,Andi Adi Hakim,"RW05, Lowokwaru",2025-02-02,2,2,6,5,1,0,1,1,Q1,71,78849.94366197183,2.2903225806451615,30,2,Tepat_Waktu,52,73.23943661971832,0.12857142857142856,1,0,0,0.352112676056338,0.28169014084507044,0.36619718309859156,33,71,39.29577464788733,Warning
7415725781792,67691,QRIS Bayar,2025-02-03 10:16:51,Andi Adi Hakim,"RW05, Lowokwaru",2025-02-03,2,3,0,6,0,0,1,1,Q1,71,78849.94366197183,2.2903225806451615,30,3,Tepat_Waktu,52,73.23943661971832,0.12857142857142856,0,1,0,0.352112676056338,0.28169014084507044,0.36619718309859156,33,71,29.295774647887328,Safe
7339265312671,115482,QRIS Bayar,2025-02-03 10:30:09,Andi Adi Hakim,"RW05, Lowokwaru",2025-02-03,2,3,0,6,0,0,1,1,Q1,71,78849.94366197183,2.2903225806451615,30,3,Tepat_Waktu,52,73.23943661971832,0.12857142857142856,0,1,0,0.352112676056338,0.28169014084507044,0.36619718309859156,33,71,29.295774647887328,Safe
2904473658273,149386,QRIS Bayar,2025-02-03 10:34:06,Andi Adi Hakim,"RW05, Lowokwaru",2025-02-03,2,3,0,6,0,0,1,1,Q1,71,78849.94366197183,2.2903225806451615,30,3,Tepat_Waktu,52,73.23943661971832,0.12857142857142856,0,1,0,0.352112676056338,0.28169014084507044,0.36619718309859156,33,71,29.295774647887328,Safe
2810708579563,11737,Top Up,2025-02-04 10:08:21,Andi Adi Hakim,"RW05, Lowokwaru",2025-02-04,2,4,1,6,0,0,1,1,Q1,71,78849.94366197183,2.2903225806451615,30,4,Tepat_Waktu,52,73.23943661971832,0.12857142857142856,1,0,0,0.352112676056338,0.28169014084507044,0.36619718309859156,33,71,29.295774647887328,Safe
6580483165846,73119,Transfer,2025-02-04 10:10:11,Andi Adi Hakim,"RW05, Lowokwaru",2025-02-04,2,4,1,6,0,0,1,1,Q1,71,78849.94366197183,2.2903225806451615,30,4,Tepat_Waktu,52,73.23943661971832,0.12857142857142856,0,0,1,0.352112676056338,0.28169014084507044,0.36619718309859156,33,71,29.295774647887328,Safe
6816243428196,30098,Top Up,2025-02-04 10:34:48,Andi Adi Hakim,"RW05, Lowokwaru",2025-02-04,2,4,1,6,0,0,1,1,Q1,71,78849.94366197183,2.2903225806451615,30,4,Tepat_Waktu,52,73.23943661971832,0.12857142857142856,1,0,0,0.352112676056338,0.28169014084507044,0.36619718309859156,33,71,29.295774647887328,Safe
1881575078580,73529,Top Up,2025-02-04 10:39:04,Andi Adi Hakim,"RW05, Lowokwaru",2025-02-04,2,4,1,6,0,0,1,1,Q1,71,78849.94366197183,2.2903225806451615,30,4,Tepat_Waktu,52,73.23943661971832,0.12857142857142856,1,0,0,0.352112676056338,0.28169014084507044,0.36619718309859156,33,71,29.295774647887328,Safe
3954597133120,110365,Top Up,2025-02-06 10:15:30,Andi Adi Hakim,"RW05, Lowokwaru",2025-02-06,2,6,3,6,0,0,1,1,Q1,71,78849.94366197183,2.2903225806451615,30,6,Tepat_Waktu,52,73.23943661971832,0.12857142857142856,1,0,0,0.352112676056338,0.28169014084507044,0.36619718309859156,33,71,29.295774647887328,Safe
9098926793333,61331,QRIS Bayar,2025-02-06 10:35:21,Andi Adi Hakim,"RW05, Lowokwaru",2025-02-06,2,6,3,6,0,0,1,1,Q1,71,78849.94366197183,2.2903225806451615,30,6,Tepat_Waktu,52,73.23943661971832,0.12857142857142856,0,1,0,0.352112676056338,0.28169014084507044,0.36619718309859156,33,71,29.295774647887328,Safe
1233411743729,5496,Transfer,2025-02-06 10:47:14,Andi Adi Hakim,"RW05, Lowokwaru",2025-02-06,2,6,3,6,0,0,1,1,Q1,71,78849.94366197183,2.2903225806451615,30,6,Tepat_Waktu,52,73.23943661971832,0.12857142857142856,0,0,1,0.352112676056338,0.28169014084507044,0.36619718309859156,33,71,29.295774647887328,Safe
5359849986701,135416,QRIS Bayar,2025-02-07 11:30:25,Andi Adi Hakim,"RW05, Lowokwaru",2025-02-07,2,7,4,6,0,0,1,1,Q1,71,78849.94366197183,2.2903225806451615,30,7,Tepat_Waktu,52,73.23943661971832,0.12857142857142856,0,1,0,0.352112676056338,0.28169014084507044,0.36619718309859156,33,71,29.295774647887328,Safe
4131123771772,104906,Top Up,2025-02-08 10:28:53,Andi Adi Hakim,"RW05, Lowokwaru",2025-02-08,2,8,5,6,1,0,0,1,Q1,71,78849.94366197183,2.2903225806451615,30,8,Mendekati_Deadline,52,73.23943661971832,0.12857142857142856,1,0,0,0.352112676056338,0.28169014084507044,0.36619718309859156,33,71,39.29577464788733,Warning
8799353598252,97792,QRIS Bayar,2025-02-08 10:52:38,Andi Adi Hakim,"RW05, Lowokwaru",2025-02-08,2,8,5,6,1,0,0,1,Q1,71,78849.94366197183,2.2903225806451615,30,8,Mendekati_Deadline,52,73.23943661971832,0.12857142857142856,0,1,0,0.352112676056338,0.28169014084507044,0.36619718309859156,33,71,39.29577464788733,Warning
2559661520087,112728,Transfer,2025-02-09 10:29:00,Andi Adi Hakim,"RW05, Lowokwaru",2025-02-09,2,9,6,6,1,0,0,1,Q1,71,78849.94366197183,2.2903225806451615,30,9,Mendekati_Deadline,52,73.23943661971832,0.12857142857142856,0,0,1,0.352112676056338,0.28169014084507044,0.36619718309859156,33,71,39.29577464788733,Warning
8040356236994,35638,Top Up,2025-02-09 10:50:30,Andi Adi Hakim,"RW05, Lowokwaru",2025-02-09,2,9,6,6,1,0,0,1,Q1,71,78849.94366197183,2.2903225806451615,30,9,Mendekati_Deadline,52,73.23943661971832,0.12857142857142856,1,0,0,0.352112676056338,0.28169014084507044,0.36619718309859156,33,71,39.29577464788733,Warning
2456158153121,39267,QRIS Bayar,2025-02-11 10:34:10,Andi Adi Hakim,"RW05, Lowokwaru",2025-02-11,2,11,1,7,0,0,0,1,Q1,71,78849.94366197183,2.2903225806451615,30,11,Terlambat,52,73.23943661971832,0.12857142857142856,0,1,0,0.352112676056338,0.28169014084507044,0.36619718309859156,33,71,59.29577464788733,Warning
8296655508432,105062,Transfer,2025-02-12 10:15:15,Andi Adi Hakim,"RW05, Lowokwaru",2025-02-12,2,12,2,7,0,0,0,1,Q1,71,78849.94366197183,2.2903225806451615,30,12,Terlambat,52,73.23943661971832,0.12857142857142856,0,0,1,0.352112676056338,0.28169014084507044,0.36619718309859156,33,71,59.29577464788733,Warning
7335784354422,102040,Top Up,2025-02-13 10:19:37,Andi Adi Hakim,"RW05, Lowokwaru",2025-02-13,2,13,3,7,0,0,0,1,Q1,71,78849.94366197183,2.2903225806451615,30,13,Terlambat,52,73.23943661971832,0.12857142857142856,1,0,0,0.352112676056338,0.28169014084507044,0.36619718309859156,33,71,59.29577464788733,Warning
1048131001780,61373,Top Up,2025-02-13 10:37:53,Andi Adi Hakim,"RW05, Lowokwaru",2025-02-13,2,13,3,7,0,0,0,1,Q1,71,78849.94366197183,2.2903225806451615,30,13,Terlambat,52,73.23943661971832,0.12857142857142856,1,0,0,0.352112676056338,0.28169014084507044,0.36619718309859156,33,71,59.29577464788733,Warning
2445698594773,48638,QRIS Bayar,2025-02-14 10:04:05,Andi Adi Hakim,"RW05, Lowokwaru",2025-02-14,2,14,4,7,0,0,0,1,Q1,71,78849.94366197183,2.2903225806451615,30,14,Terlambat,52,73.23943661971832,0.12857142857142856,0,1,0,0.352112676056338,0.28169014084507044,0.36619718309859156,33,71,59.29577464788733,Warning
6401349689731,92871,Transfer,2025-02-14 10:34:47,Andi Adi Hakim,"RW05, Lowokwaru",2025-02-14,2,14,4,7,0,0,0,1,Q1,71,78849.94366197183,2.2903225806451615,30,14,Terlambat,52,73.23943661971832,0.12857142857142856,0,0,1,0.352112676056338,0.28169014084507044,0.36619718309859156,33,71,59.29577464788733,Warning
2540592832336,5496,Transfer,2025-02-14 10:37:06,Andi Adi Hakim,"RW05, Lowokwaru",2025-02-14,2,14,4,7,0,0,0,1,Q1,71,78849.94366197183,2.2903225806451615,30,14,Terlambat,52,73.23943661971832,0.12857142857142856,0,0,1,0.352112676056338,0.28169014084507044,0.36619718309859156,33,71,59.29577464788733,Warning
1985813965067,108626,Transfer,2025-02-14 10:46:20,Andi Adi Hakim,"RW05, Lowokwaru",2025-02-14,2,14,4,7,0,0,0,1,Q1,71,78849.94366197183,2.2903225806451615,30,14,Terlambat,52,73.23943661971832,0.12857142857142856,0,0,1,0.352112676056338,0.28169014084507044,0.36619718309859156,33,71,59.29577464788733,Warning
7683621773771,35076,QRIS Bayar,2025-02-14 10:46:20,Andi Adi Hakim,"RW05, Lowokwaru",2025-02-14,2,14,4,7,0,0,0,1,Q1,71,78849.94366197183,2.2903225806451615,30,14,Terlambat,52,73.23943661971832,0.12857142857142856,0,1,0,0.352112676056338,0.28169014084507044,0.36619718309859156,33,71,59.29577464788733,Warning
3738097534243,95821,Transfer,2025-02-15 10:28:06,Andi Adi Hakim,"RW05, Lowokwaru",2025-02-15,2,15,5,7,1,0,0,1,Q1,71,78849.94366197183,2.2903225806451615,30,15,Terlambat,52,73.23943661971832,0.12857142857142856,0,0,1,0.352112676056338,0.28169014084507044,0.36619718309859156,33,71,69.29577464788733,Danger
8526043843356,5496,Transfer,2025-02-15 10:33:44,Andi Adi Hakim,"RW05, Lowokwaru",2025-02-15,2,15,5,7,1,0,0,1,Q1,71,78849.94366197183,2.2903225806451615,30,15,Terlambat,52,73.23943661971832,0.12857142857142856,0,0,1,0.352112676056338,0.28169014084507044,0.36619718309859156,33,71,69.29577464788733,Danger
6827515364871,143880,Transfer,2025-02-15 10:52:51,Andi Adi Hakim,"RW05, Lowokwaru",2025-02-15,2,15,5,7,1,0,0,1,Q1,71,78849.94366197183,2.2903225806451615,30,15,Terlambat,52,73.23943661971832,0.12857142857142856,0,0,1,0.352112676056338,0.28169014084507044,0.36619718309859156,33,71,69.29577464788733,Danger
2957400062477,109550,Top Up,2025-02-16 10:05:23,Andi Adi Hakim,"RW05, Lowokwaru",2025-02-16,2,16,6,7,1,0,0,1,Q1,71,78849.94366197183,2.2903225806451615,30,16,Terlambat,52,73.23943661971832,0.12857142857142856,1,0,0,0.352112676056338,0.28169014084507044,0.36619718309859156,33,71,69.29577464788733,Danger
5222291182695,55307,Top Up,2025-02-16 10:51:49,Andi Adi Hakim,"RW05, Lowokwaru",2025-02-16,2,16,6,7,1,0,0,1,Q1,71,78849.94366197183,2.2903225806451615,30,16,Terlambat,52,73.23943661971832,0.12857142857142856,1,0,0,0.352112676056338,0.28169014084507044,0.36619718309859156,33,71,69.29577464788733,Danger
7978597959733,65719,Top Up,2025-01-17 10:01:00,Andi Ayu Saputra,"RW05, Lowokwaru",2025-01-17,1,17,4,3,0,0,0,1,Q1,72,76903.09722222222,2.3225806451612905,30,17,Terlambat,58,80.55555555555556,0.14084507042253522,1,0,0,0.4027777777777778,0.2777777777777778,0.3194444444444444,47,72,62.22222222222222,Danger
2091712042799,16093,Transfer,2025-01-17 10:05:00,Andi Ayu Saputra,"RW05, Lowokwaru",2025-01-17,1,17,4,3,0,0,0,1,Q1,72,76903.09722222222,2.3225806451612905,30,17,Terlambat,58,80.55555555555556,0.14084507042253522,0,0,1,0.4027777777777778,0.2777777777777778,0.3194444444444444,47,72,62.22222222222222,Danger
8718368765903,35001,QRIS Bayar,2025-01-17 10:05:00,Andi Ayu Saputra,"RW05, Lowokwaru",2025-01-17,1,17,4,3,0,0,0,1,Q1,72,76903.09722222222,2.3225806451612905,30,17,Terlambat,58,80.55555555555556,0.14084507042253522,0,1,0,0.4027777777777778,0.2777777777777778,0.3194444444444444,47,72,62.22222222222222,Danger
7688910518053,75843,Transfer,2025-01-17 10:09:38,Andi Ayu Saputra,"RW05, Lowokwaru",2025-01-17,1,17,4,3,0,0,0,1,Q1,72,76903.09722222222,2.3225806451612905,30,17,Terlambat,58,80.55555555555556,0.14084507042253522,0,0,1,0.4027777777777778,0.2777777777777778,0.3194444444444444,47,72,62.22222222222222,Danger
